Time[s],,é©å»î‰är-X,é©å»î‰är-Y,ïWèÄî‰är-X,ïWèÄî‰är-Y,CH5(Max)[V],CH6(Max)[V]
92.90 ,0.982 ,-0.1325 ,0.3950 ,-0.2250 ,-0.3875 ,2.1063 ,0.0125 
92.95 ,0.982 ,-0.1225 ,0.3950 ,-0.2275 ,-0.3850 ,2.1063 ,0.0125 
93.00 ,0.978 ,-0.1100 ,0.3950 ,-0.2225 ,-0.3775 ,2.1125 ,0.0125 
93.05 ,0.978 ,-0.0950 ,0.3975 ,-0.2200 ,-0.3775 ,2.1125 ,0.0125 
93.10 ,0.978 ,-0.0825 ,0.3950 ,-0.2150 ,-0.3725 ,2.1125 ,0.0188 
93.15 ,0.978 ,-0.0725 ,0.3925 ,-0.2175 ,-0.3675 ,2.1125 ,0.0188 
93.20 ,0.978 ,-0.0575 ,0.3900 ,-0.2125 ,-0.3650 ,2.1125 ,0.0125 
93.25 ,0.974 ,-0.0400 ,0.3850 ,-0.2100 ,-0.3625 ,2.1188 ,0.1688 
93.30 ,0.974 ,-0.0250 ,0.3825 ,-0.2075 ,-0.3550 ,2.1188 ,0.5813 
93.35 ,0.974 ,0.0025 ,0.3750 ,-0.2025 ,-0.3525 ,2.1188 ,0.5813 
93.40 ,0.971 ,0.0275 ,0.3675 ,-0.1950 ,-0.3450 ,2.1250 ,0.5438 
93.45 ,0.971 ,0.0525 ,0.3575 ,-0.1875 ,-0.3400 ,2.1250 ,0.5063 
93.50 ,0.967 ,0.0775 ,0.3450 ,-0.1825 ,-0.3375 ,2.1313 ,0.4813 
93.55 ,0.963 ,0.1000 ,0.3350 ,-0.1725 ,-0.3400 ,2.1375 ,0.1188 
93.60 ,0.963 ,0.1250 ,0.3250 ,-0.1675 ,-0.3350 ,2.1375 ,0.0313 
93.65 ,0.963 ,0.1450 ,0.3150 ,-0.1650 ,-0.3325 ,2.1375 ,0.0188 
93.70 ,0.960 ,0.1600 ,0.3075 ,-0.1575 ,-0.3350 ,2.1438 ,0.0125 
93.75 ,0.960 ,0.1825 ,0.2950 ,-0.1525 ,-0.3300 ,2.1438 ,0.0125 
93.80 ,0.963 ,0.2000 ,0.2850 ,-0.1425 ,-0.3325 ,2.1375 ,0.0188 
93.85 ,0.956 ,0.2150 ,0.2750 ,-0.1400 ,-0.3325 ,2.1500 ,0.0125 
93.90 ,0.952 ,0.2275 ,0.2650 ,-0.1325 ,-0.3300 ,2.1563 ,0.0125 
93.95 ,0.956 ,0.2450 ,0.2425 ,-0.1250 ,-0.3325 ,2.1500 ,0.0125 
94.00 ,0.952 ,0.2700 ,0.2225 ,-0.1175 ,-0.3275 ,2.1563 ,0.0125 
94.05 ,0.952 ,0.3000 ,0.1925 ,-0.1025 ,-0.3250 ,2.1563 ,0.0125 
94.10 ,0.949 ,0.3250 ,0.1700 ,-0.0900 ,-0.3250 ,2.1625 ,0.0125 
94.15 ,0.949 ,0.3475 ,0.1525 ,-0.0800 ,-0.3225 ,2.1625 ,0.0125 
94.20 ,0.945 ,0.3575 ,0.1350 ,-0.0700 ,-0.3225 ,2.1688 ,0.0125 
94.25 ,0.945 ,0.3650 ,0.1225 ,-0.0650 ,-0.3200 ,2.1688 ,0.0125 
94.30 ,0.941 ,0.3675 ,0.1125 ,-0.0625 ,-0.3200 ,2.1750 ,0.0188 
94.35 ,0.941 ,0.3700 ,0.1050 ,-0.0550 ,-0.3200 ,2.1750 ,0.0125 
94.40 ,0.941 ,0.3725 ,0.0900 ,-0.0475 ,-0.3200 ,2.1750 ,0.0125 
94.45 ,0.941 ,0.3750 ,0.0800 ,-0.0425 ,-0.3200 ,2.1750 ,0.0125 
94.50 ,0.938 ,0.3700 ,0.0675 ,-0.0375 ,-0.3175 ,2.1813 ,0.0125 
94.55 ,0.938 ,0.3675 ,0.0625 ,-0.0325 ,-0.3200 ,2.1813 ,0.0125 
94.60 ,0.934 ,0.3675 ,0.0525 ,-0.0275 ,-0.3175 ,2.1875 ,0.0125 
94.65 ,0.934 ,0.3625 ,0.0475 ,-0.0225 ,-0.3200 ,2.1875 ,0.0125 
94.70 ,0.934 ,0.3550 ,0.0425 ,-0.0200 ,-0.3150 ,2.1875 ,0.0125 
94.75 ,0.934 ,0.3500 ,0.0350 ,-0.0175 ,-0.3175 ,2.1875 ,0.0125 
94.80 ,0.930 ,0.3450 ,0.0250 ,-0.0100 ,-0.3175 ,2.1938 ,0.0125 
94.85 ,0.926 ,0.3375 ,0.0200 ,-0.0075 ,-0.3175 ,2.2000 ,0.0188 
94.90 ,0.926 ,0.3275 ,0.0150 ,-0.0025 ,-0.3175 ,2.2000 ,0.0125 
94.95 ,0.926 ,0.3225 ,0.0125 ,0.0000 ,-0.3150 ,2.2000 ,0.0063 
95.00 ,0.926 ,0.3150 ,0.0075 ,0.0050 ,-0.3175 ,2.2000 ,0.0125 
95.05 ,0.926 ,0.3150 ,0.0025 ,0.0025 ,-0.3150 ,2.2000 ,0.0125 
95.10 ,0.923 ,0.3075 ,0.0025 ,0.0050 ,-0.3175 ,2.2063 ,0.0125 
95.15 ,0.923 ,0.2950 ,-0.0025 ,0.0075 ,-0.3175 ,2.2063 ,0.0188 
95.20 ,0.923 ,0.2850 ,-0.0075 ,0.0125 ,-0.3150 ,2.2063 ,0.0125 
95.25 ,0.923 ,0.2700 ,-0.0125 ,0.0125 ,-0.3125 ,2.2063 ,0.0125 
95.30 ,0.919 ,0.2500 ,-0.0150 ,0.0175 ,-0.3125 ,2.2125 ,0.0125 
95.35 ,0.915 ,0.2400 ,-0.0175 ,0.0200 ,-0.3125 ,2.2188 ,0.0125 
95.40 ,0.915 ,0.2300 ,-0.0200 ,0.0200 ,-0.3150 ,2.2188 ,0.0125 
95.45 ,0.912 ,0.2200 ,-0.0250 ,0.0200 ,-0.3150 ,2.2250 ,0.0125 
95.50 ,0.912 ,0.2100 ,-0.0250 ,0.0225 ,-0.3150 ,2.2250 ,0.0125 
95.55 ,0.908 ,0.2000 ,-0.0250 ,0.0275 ,-0.3150 ,2.2313 ,0.0125 
95.60 ,0.908 ,0.1900 ,-0.0300 ,0.0300 ,-0.3175 ,2.2313 ,0.0125 
95.65 ,0.904 ,0.1800 ,-0.0325 ,0.0300 ,-0.3175 ,2.2375 ,0.0125 
95.70 ,0.904 ,0.1725 ,-0.0325 ,0.0325 ,-0.3175 ,2.2375 ,0.0125 
95.75 ,0.904 ,0.1675 ,-0.0375 ,0.0350 ,-0.3125 ,2.2375 ,0.0125 
95.80 ,0.901 ,0.1625 ,-0.0400 ,0.0375 ,-0.3125 ,2.2438 ,0.0125 
95.85 ,0.901 ,0.1625 ,-0.0425 ,0.0350 ,-0.3125 ,2.2438 ,0.0125 
95.90 ,0.904 ,0.1575 ,-0.0425 ,0.0350 ,-0.3125 ,2.2375 ,0.0188 
95.95 ,0.904 ,0.1525 ,-0.0425 ,0.0350 ,-0.3100 ,2.2375 ,0.0188 
96.00 ,0.901 ,0.1475 ,-0.0450 ,0.0350 ,-0.3125 ,2.2438 ,0.0125 
96.05 ,0.901 ,0.1425 ,-0.0450 ,0.0350 ,-0.3100 ,2.2438 ,0.0125 
96.10 ,0.901 ,0.1350 ,-0.0450 ,0.0350 ,-0.3100 ,2.2438 ,0.0188 
96.15 ,0.897 ,0.1325 ,-0.0475 ,0.0400 ,-0.3100 ,2.2500 ,0.0125 
96.20 ,0.897 ,0.1200 ,-0.0475 ,0.0400 ,-0.3100 ,2.2500 ,0.0125 
96.25 ,0.893 ,0.1125 ,-0.0500 ,0.0425 ,-0.3100 ,2.2563 ,0.0125 
96.30 ,0.893 ,0.1075 ,-0.0500 ,0.0450 ,-0.3075 ,2.2563 ,0.0125 
96.35 ,0.893 ,0.1000 ,-0.0500 ,0.0425 ,-0.3075 ,2.2563 ,0.0125 
96.40 ,0.890 ,0.0950 ,-0.0500 ,0.0425 ,-0.3075 ,2.2625 ,0.0125 
96.45 ,0.886 ,0.0875 ,-0.0525 ,0.0450 ,-0.3075 ,2.2688 ,0.0125 
96.50 ,0.886 ,0.0875 ,-0.0500 ,0.0450 ,-0.3100 ,2.2688 ,0.0125 
96.55 ,0.890 ,0.0850 ,-0.0525 ,0.0450 ,-0.3075 ,2.2625 ,0.0125 
96.60 ,0.886 ,0.0775 ,-0.0525 ,0.0425 ,-0.3075 ,2.2688 ,0.0125 
96.65 ,0.882 ,0.0750 ,-0.0525 ,0.0450 ,-0.3025 ,2.2750 ,0.0125 
96.70 ,0.882 ,0.0700 ,-0.0525 ,0.0450 ,-0.3025 ,2.2750 ,0.0125 
96.75 ,0.879 ,0.0675 ,-0.0525 ,0.0450 ,-0.3025 ,2.2813 ,0.0125 
96.80 ,0.882 ,0.0625 ,-0.0525 ,0.0450 ,-0.3025 ,2.2750 ,0.0125 
96.85 ,0.879 ,0.0550 ,-0.0525 ,0.0450 ,-0.3050 ,2.2813 ,0.0125 
96.90 ,0.879 ,0.0550 ,-0.0525 ,0.0450 ,-0.3050 ,2.2813 ,0.0125 
96.95 ,0.875 ,0.0525 ,-0.0500 ,0.0450 ,-0.3050 ,2.2875 ,0.0125 
97.00 ,0.875 ,0.0475 ,-0.0500 ,0.0450 ,-0.3075 ,2.2875 ,0.0125 
97.05 ,0.875 ,0.0475 ,-0.0500 ,0.0425 ,-0.3075 ,2.2875 ,0.0188 
97.10 ,0.875 ,0.0425 ,-0.0525 ,0.0450 ,-0.3025 ,2.2875 ,0.0125 
97.15 ,0.871 ,0.0375 ,-0.0525 ,0.0450 ,-0.3025 ,2.2938 ,0.0125 
97.20 ,0.871 ,0.0325 ,-0.0525 ,0.0450 ,-0.3025 ,2.2938 ,0.0125 
97.25 ,0.871 ,0.0275 ,-0.0550 ,0.0450 ,-0.3000 ,2.2938 ,0.0188 
97.30 ,0.868 ,0.0250 ,-0.0550 ,0.0450 ,-0.3000 ,2.3000 ,0.0125 
97.35 ,0.868 ,0.0200 ,-0.0525 ,0.0475 ,-0.3000 ,2.3000 ,0.0125 
97.40 ,0.868 ,0.0200 ,-0.0500 ,0.0425 ,-0.2975 ,2.3000 ,0.0125 
97.45 ,0.864 ,0.0175 ,-0.0525 ,0.0450 ,-0.2975 ,2.3063 ,0.0125 
97.50 ,0.864 ,0.0150 ,-0.0525 ,0.0450 ,-0.2975 ,2.3063 ,0.0125 
97.55 ,0.860 ,0.0100 ,-0.0500 ,0.0450 ,-0.3000 ,2.3125 ,0.0125 
97.60 ,0.860 ,0.0100 ,-0.0525 ,0.0450 ,-0.3000 ,2.3125 ,0.0125 
97.65 ,0.857 ,0.0075 ,-0.0500 ,0.0450 ,-0.3000 ,2.3188 ,0.0188 
97.70 ,0.857 ,0.0000 ,-0.0525 ,0.0450 ,-0.2975 ,2.3188 ,0.0125 
97.75 ,0.857 ,0.0000 ,-0.0525 ,0.0450 ,-0.2975 ,2.3188 ,0.0125 
97.80 ,0.857 ,-0.0025 ,-0.0500 ,0.0450 ,-0.2950 ,2.3188 ,0.0125 
97.85 ,0.853 ,-0.0025 ,-0.0500 ,0.0425 ,-0.2975 ,2.3250 ,0.0188 
97.90 ,0.853 ,-0.0025 ,-0.0500 ,0.0425 ,-0.3000 ,2.3250 ,0.0188 
97.95 ,0.853 ,-0.0075 ,-0.0500 ,0.0425 ,-0.2950 ,2.3250 ,0.0125 
98.00 ,0.853 ,-0.0075 ,-0.0500 ,0.0425 ,-0.2950 ,2.3250 ,0.0125 
98.05 ,0.849 ,-0.0075 ,-0.0475 ,0.0400 ,-0.2950 ,2.3313 ,0.0125 
98.10 ,0.853 ,-0.0100 ,-0.0525 ,0.0400 ,-0.2950 ,2.3250 ,0.0125 
98.15 ,0.849 ,-0.0100 ,-0.0500 ,0.0425 ,-0.2925 ,2.3313 ,0.0125 
98.20 ,0.849 ,-0.0125 ,-0.0525 ,0.0425 ,-0.2925 ,2.3313 ,0.0125 
98.25 ,0.849 ,-0.0125 ,-0.0525 ,0.0450 ,-0.2925 ,2.3313 ,0.0125 
98.30 ,0.849 ,-0.0125 ,-0.0500 ,0.0425 ,-0.2925 ,2.3313 ,0.0125 
98.35 ,0.846 ,-0.0200 ,-0.0475 ,0.0400 ,-0.2950 ,2.3375 ,0.0125 
98.40 ,0.846 ,-0.0200 ,-0.0500 ,0.0375 ,-0.2950 ,2.3375 ,0.0125 
98.45 ,0.846 ,-0.0250 ,-0.0525 ,0.0375 ,-0.2925 ,2.3375 ,0.0188 
98.50 ,0.846 ,-0.0250 ,-0.0525 ,0.0375 ,-0.2925 ,2.3375 ,0.0188 
98.55 ,0.842 ,-0.0300 ,-0.0525 ,0.0350 ,-0.2900 ,2.3438 ,0.0125 
98.60 ,0.842 ,-0.0350 ,-0.0525 ,0.0350 ,-0.2925 ,2.3438 ,0.0125 
98.65 ,0.838 ,-0.0350 ,-0.0500 ,0.0300 ,-0.2900 ,2.3500 ,0.0188 
98.70 ,0.835 ,-0.0400 ,-0.0525 ,0.0300 ,-0.2900 ,2.3563 ,0.0125 
98.75 ,0.835 ,-0.0425 ,-0.0525 ,0.0300 ,-0.2900 ,2.3563 ,0.0125 
98.80 ,0.835 ,-0.0400 ,-0.0525 ,0.0300 ,-0.2900 ,2.3563 ,0.0125 
98.85 ,0.835 ,-0.0450 ,-0.0525 ,0.0275 ,-0.2900 ,2.3563 ,0.0188 
98.90 ,0.831 ,-0.0475 ,-0.0550 ,0.0275 ,-0.2875 ,2.3625 ,0.0125 
98.95 ,0.831 ,-0.0500 ,-0.0575 ,0.0250 ,-0.2875 ,2.3625 ,0.0125 
99.00 ,0.831 ,-0.0500 ,-0.0550 ,0.0250 ,-0.2875 ,2.3625 ,0.0125 
99.05 ,0.831 ,-0.0525 ,-0.0550 ,0.0225 ,-0.2875 ,2.3625 ,0.0125 
99.10 ,0.831 ,-0.0550 ,-0.0550 ,0.0225 ,-0.2875 ,2.3625 ,0.0125 
99.15 ,0.827 ,-0.0550 ,-0.0575 ,0.0200 ,-0.2875 ,2.3688 ,0.0125 
99.20 ,0.827 ,-0.0550 ,-0.0525 ,0.0225 ,-0.2875 ,2.3688 ,0.0125 
99.25 ,0.827 ,-0.0525 ,-0.0500 ,0.0250 ,-0.2925 ,2.3688 ,0.0125 
99.30 ,0.827 ,-0.0525 ,-0.0500 ,0.0200 ,-0.2950 ,2.3688 ,0.0125 
99.35 ,0.827 ,-0.0550 ,-0.0500 ,0.0225 ,-0.2925 ,2.3688 ,0.0125 
99.40 ,0.827 ,-0.0550 ,-0.0500 ,0.0200 ,-0.2925 ,2.3688 ,0.0125 
99.45 ,0.827 ,-0.0575 ,-0.0475 ,0.0200 ,-0.2950 ,2.3688 ,0.0125 
99.50 ,0.827 ,-0.0550 ,-0.0475 ,0.0200 ,-0.2950 ,2.3688 ,0.0125 
99.55 ,0.824 ,-0.0600 ,-0.0500 ,0.0200 ,-0.2925 ,2.3750 ,0.0125 
99.60 ,0.824 ,-0.0600 ,-0.0475 ,0.0200 ,-0.2925 ,2.3750 ,0.0188 
99.65 ,0.824 ,-0.0625 ,-0.0500 ,0.0200 ,-0.2950 ,2.3750 ,0.0125 
99.70 ,0.827 ,-0.0600 ,-0.0475 ,0.0175 ,-0.2900 ,2.3688 ,0.0125 
99.75 ,0.824 ,-0.0575 ,-0.0475 ,0.0175 ,-0.2925 ,2.3750 ,0.0125 
99.80 ,0.827 ,-0.0625 ,-0.0500 ,0.0150 ,-0.2925 ,2.3688 ,0.0125 
99.85 ,0.820 ,-0.0625 ,-0.0525 ,0.0150 ,-0.2900 ,2.3813 ,0.0125 
99.90 ,0.824 ,-0.0675 ,-0.0525 ,0.0125 ,-0.2925 ,2.3750 ,0.0125 
99.95 ,0.820 ,-0.0725 ,-0.0550 ,0.0075 ,-0.2900 ,2.3813 ,0.0125 
100.00 ,0.820 ,-0.0750 ,-0.0575 ,0.0075 ,-0.2925 ,2.3813 ,0.0125 
100.05 ,0.820 ,-0.0750 ,-0.0600 ,0.0050 ,-0.2925 ,2.3813 ,0.0125 
100.10 ,0.816 ,-0.0750 ,-0.0625 ,0.0050 ,-0.2950 ,2.3875 ,0.0188 
100.15 ,0.816 ,-0.0775 ,-0.0625 ,0.0025 ,-0.2975 ,2.3875 ,0.0125 
100.20 ,0.816 ,-0.0775 ,-0.0625 ,0.0000 ,-0.2925 ,2.3875 ,0.0125 
100.25 ,0.813 ,-0.0825 ,-0.0675 ,0.0025 ,-0.2925 ,2.3938 ,0.0188 
100.30 ,0.813 ,-0.0800 ,-0.0725 ,-0.0025 ,-0.2950 ,2.3938 ,0.0125 
100.35 ,0.813 ,-0.0825 ,-0.0750 ,-0.0025 ,-0.2950 ,2.3938 ,0.0125 
100.40 ,0.813 ,-0.0825 ,-0.0750 ,-0.0025 ,-0.2975 ,2.3938 ,0.0125 
100.45 ,0.813 ,-0.0825 ,-0.0725 ,-0.0025 ,-0.2975 ,2.3938 ,0.0125 
100.50 ,0.813 ,-0.0825 ,-0.0750 ,-0.0050 ,-0.3000 ,2.3938 ,0.0125 
100.55 ,0.809 ,-0.0850 ,-0.0825 ,-0.0050 ,-0.3025 ,2.4000 ,0.0188 
100.60 ,0.809 ,-0.0850 ,-0.0900 ,-0.0100 ,-0.3025 ,2.4000 ,0.0125 
100.65 ,0.809 ,-0.0875 ,-0.0975 ,-0.0125 ,-0.3050 ,2.4000 ,0.0125 
100.70 ,0.805 ,-0.0850 ,-0.1125 ,-0.0125 ,-0.3050 ,2.4063 ,0.0125 
100.75 ,0.801 ,-0.0825 ,-0.1275 ,-0.0150 ,-0.3125 ,2.4125 ,0.0188 
100.80 ,0.801 ,-0.0800 ,-0.1375 ,-0.0125 ,-0.3175 ,2.4125 ,0.0125 
100.85 ,0.798 ,-0.0750 ,-0.1475 ,-0.0150 ,-0.3200 ,2.4188 ,0.0125 
100.90 ,0.798 ,-0.0700 ,-0.1550 ,-0.0125 ,-0.3250 ,2.4188 ,0.0125 
100.95 ,0.794 ,-0.0650 ,-0.1625 ,-0.0125 ,-0.3300 ,2.4250 ,0.0125 
101.00 ,0.794 ,-0.0625 ,-0.1625 ,-0.0125 ,-0.3350 ,2.4250 ,0.0188 
101.05 ,0.790 ,-0.0575 ,-0.1675 ,-0.0125 ,-0.3375 ,2.4313 ,0.0125 
101.10 ,0.794 ,-0.0550 ,-0.1700 ,-0.0125 ,-0.3400 ,2.4250 ,0.0125 
101.15 ,0.794 ,-0.0550 ,-0.1725 ,-0.0100 ,-0.3450 ,2.4250 ,0.0188 
101.20 ,0.790 ,-0.0550 ,-0.1700 ,-0.0100 ,-0.3450 ,2.4313 ,0.0188 
101.25 ,0.790 ,-0.0550 ,-0.1725 ,-0.0100 ,-0.3450 ,2.4313 ,0.0125 
101.30 ,0.790 ,-0.0550 ,-0.1775 ,-0.0125 ,-0.3450 ,2.4313 ,0.0125 
101.35 ,0.790 ,-0.0525 ,-0.1825 ,-0.0150 ,-0.3525 ,2.4313 ,0.0188 
101.40 ,0.790 ,-0.0500 ,-0.1900 ,-0.0125 ,-0.3525 ,2.4313 ,0.0188 
101.45 ,0.790 ,-0.0425 ,-0.1950 ,-0.0150 ,-0.3550 ,2.4313 ,0.0125 
101.50 ,0.790 ,-0.0425 ,-0.1950 ,-0.0125 ,-0.3550 ,2.4313 ,0.0188 
101.55 ,0.787 ,-0.0400 ,-0.1975 ,-0.0125 ,-0.3575 ,2.4375 ,0.0125 
101.60 ,0.787 ,-0.0400 ,-0.2000 ,-0.0100 ,-0.3600 ,2.4375 ,0.0188 
101.65 ,0.787 ,-0.0350 ,-0.2125 ,-0.0125 ,-0.3625 ,2.4375 ,0.0125 
101.70 ,0.787 ,-0.0325 ,-0.2225 ,-0.0100 ,-0.3675 ,2.4375 ,0.0188 
101.75 ,0.787 ,-0.0250 ,-0.2350 ,-0.0075 ,-0.3775 ,2.4375 ,0.0125 
101.80 ,0.783 ,-0.0175 ,-0.2400 ,-0.0075 ,-0.3775 ,2.4438 ,0.0125 
101.85 ,0.783 ,-0.0100 ,-0.2425 ,-0.0075 ,-0.3750 ,2.4438 ,0.0125 
101.90 ,0.779 ,-0.0100 ,-0.2425 ,-0.0075 ,-0.3800 ,2.4500 ,0.0188 
101.95 ,0.779 ,-0.0075 ,-0.2475 ,-0.0025 ,-0.3800 ,2.4500 ,0.0125 
102.00 ,0.776 ,-0.0075 ,-0.2475 ,-0.0050 ,-0.3825 ,2.4563 ,0.0125 
102.05 ,0.779 ,0.0000 ,-0.2500 ,-0.0025 ,-0.3850 ,2.4500 ,0.0188 
102.10 ,0.776 ,0.0000 ,-0.2500 ,-0.0025 ,-0.3850 ,2.4563 ,0.0125 
102.15 ,0.779 ,0.0025 ,-0.2525 ,-0.0025 ,-0.3900 ,2.4500 ,0.0188 
102.20 ,0.776 ,0.0050 ,-0.2550 ,-0.0050 ,-0.3925 ,2.4563 ,0.0125 
102.25 ,0.776 ,0.0100 ,-0.2550 ,0.0000 ,-0.3950 ,2.4563 ,0.5125 
102.30 ,0.776 ,0.0125 ,-0.2550 ,0.0000 ,-0.3950 ,2.4563 ,0.5688 
102.35 ,0.772 ,0.0125 ,-0.2550 ,-0.0025 ,-0.4000 ,2.4625 ,0.5500 
102.40 ,0.772 ,0.0150 ,-0.2550 ,0.0000 ,-0.4000 ,2.4625 ,0.5125 
102.45 ,0.772 ,0.0150 ,-0.2550 ,0.0000 ,-0.4025 ,2.4625 ,0.3875 
102.50 ,0.772 ,0.0125 ,-0.2500 ,0.0000 ,-0.4050 ,2.4625 ,0.0688 
102.55 ,0.768 ,0.0125 ,-0.2500 ,-0.0025 ,-0.4075 ,2.4688 ,0.0250 
102.60 ,0.768 ,0.0150 ,-0.2500 ,-0.0025 ,-0.4075 ,2.4688 ,0.0188 
102.65 ,0.768 ,0.0150 ,-0.2450 ,-0.0025 ,-0.4075 ,2.4688 ,0.0125 
102.70 ,0.765 ,0.0150 ,-0.2450 ,0.0025 ,-0.4125 ,2.4750 ,0.0125 
102.75 ,0.765 ,0.0150 ,-0.2425 ,0.0000 ,-0.4125 ,2.4750 ,0.0125 
102.80 ,0.765 ,0.0125 ,-0.2375 ,-0.0025 ,-0.4150 ,2.4750 ,0.0125 
102.85 ,0.765 ,0.0125 ,-0.2375 ,0.0000 ,-0.4150 ,2.4750 ,0.0188 
102.90 ,0.765 ,0.0125 ,-0.2325 ,0.0000 ,-0.4125 ,2.4750 ,0.0125 
102.95 ,0.761 ,0.0100 ,-0.2275 ,0.0000 ,-0.4150 ,2.4813 ,0.0125 
103.00 ,0.761 ,0.0050 ,-0.2225 ,0.0000 ,-0.4175 ,2.4813 ,0.0188 
103.05 ,0.757 ,0.0075 ,-0.2150 ,0.0000 ,-0.4150 ,2.4875 ,0.0125 
103.10 ,0.761 ,0.0050 ,-0.2100 ,0.0000 ,-0.4150 ,2.4813 ,0.0125 
103.15 ,0.757 ,0.0025 ,-0.2050 ,-0.0025 ,-0.4150 ,2.4875 ,0.0188 
103.20 ,0.757 ,-0.0050 ,-0.1975 ,-0.0050 ,-0.4175 ,2.4875 ,0.0125 
103.25 ,0.754 ,-0.0050 ,-0.1925 ,-0.0025 ,-0.4150 ,2.4938 ,0.0125 
103.30 ,0.754 ,-0.0100 ,-0.1850 ,-0.0050 ,-0.4175 ,2.4938 ,0.0125 
103.35 ,0.750 ,-0.0125 ,-0.1775 ,-0.0050 ,-0.4175 ,2.5000 ,0.0125 
103.40 ,0.750 ,-0.0150 ,-0.1750 ,-0.0050 ,-0.4200 ,2.5000 ,0.0125 
103.45 ,0.750 ,-0.0150 ,-0.1700 ,-0.0025 ,-0.4200 ,2.5000 ,0.0125 
103.50 ,0.750 ,-0.0150 ,-0.1625 ,-0.0075 ,-0.4200 ,2.5000 ,0.0125 
103.55 ,0.750 ,-0.0200 ,-0.1575 ,-0.0075 ,-0.4200 ,2.5000 ,0.0125 
103.60 ,0.750 ,-0.0200 ,-0.1525 ,-0.0100 ,-0.4200 ,2.5000 ,0.0125 
103.65 ,0.746 ,-0.0225 ,-0.1550 ,-0.0100 ,-0.4175 ,2.5063 ,0.0125 
103.70 ,0.746 ,-0.0250 ,-0.1500 ,-0.0100 ,-0.4175 ,2.5063 ,0.0125 
103.75 ,0.746 ,-0.0250 ,-0.1450 ,-0.0100 ,-0.4175 ,2.5063 ,0.0125 
103.80 ,0.746 ,-0.0300 ,-0.1400 ,-0.0100 ,-0.4150 ,2.5063 ,0.0125 
103.85 ,0.746 ,-0.0325 ,-0.1350 ,-0.0100 ,-0.4175 ,2.5063 ,0.0125 
103.90 ,0.743 ,-0.0350 ,-0.1300 ,-0.0100 ,-0.4150 ,2.5125 ,0.0125 
103.95 ,0.743 ,-0.0375 ,-0.1250 ,-0.0100 ,-0.4150 ,2.5125 ,0.0125 
104.00 ,0.743 ,-0.0400 ,-0.1225 ,-0.0125 ,-0.4125 ,2.5125 ,0.0125 
104.05 ,0.743 ,-0.0400 ,-0.1175 ,-0.0100 ,-0.4125 ,2.5125 ,0.0125 
104.10 ,0.743 ,-0.0400 ,-0.1175 ,-0.0150 ,-0.4150 ,2.5125 ,0.0125 
104.15 ,0.739 ,-0.0450 ,-0.1175 ,-0.0125 ,-0.4150 ,2.5188 ,0.0125 
104.20 ,0.739 ,-0.0425 ,-0.1150 ,-0.0125 ,-0.4150 ,2.5188 ,0.0125 
104.25 ,0.739 ,-0.0475 ,-0.1150 ,-0.0125 ,-0.4125 ,2.5188 ,0.0125 
104.30 ,0.743 ,-0.0475 ,-0.1125 ,-0.0125 ,-0.4100 ,2.5125 ,0.0125 
104.35 ,0.739 ,-0.0475 ,-0.1100 ,-0.0125 ,-0.4100 ,2.5188 ,0.0125 
104.40 ,0.739 ,-0.0475 ,-0.1100 ,-0.0100 ,-0.4100 ,2.5188 ,0.0125 
104.45 ,0.739 ,-0.0475 ,-0.1075 ,-0.0100 ,-0.4075 ,2.5188 ,0.0125 
104.50 ,0.739 ,-0.0500 ,-0.1050 ,-0.0100 ,-0.4100 ,2.5188 ,0.0125 
104.55 ,0.739 ,-0.0500 ,-0.1050 ,-0.0100 ,-0.4075 ,2.5188 ,0.0125 
104.60 ,0.735 ,-0.0500 ,-0.1000 ,-0.0125 ,-0.4100 ,2.5250 ,0.0125 
104.65 ,0.735 ,-0.0525 ,-0.1000 ,-0.0125 ,-0.4100 ,2.5250 ,0.0125 
104.70 ,0.735 ,-0.0525 ,-0.0975 ,-0.0125 ,-0.4075 ,2.5250 ,0.0188 
104.75 ,0.735 ,-0.0525 ,-0.0950 ,-0.0125 ,-0.4100 ,2.5250 ,0.0125 
104.80 ,0.735 ,-0.0550 ,-0.0900 ,-0.0125 ,-0.4100 ,2.5250 ,0.0125 
104.85 ,0.732 ,-0.0550 ,-0.0875 ,-0.0125 ,-0.4075 ,2.5313 ,0.0125 
104.90 ,0.732 ,-0.0550 ,-0.0850 ,-0.0125 ,-0.4075 ,2.5313 ,0.0125 
104.95 ,0.732 ,-0.0575 ,-0.0875 ,-0.0100 ,-0.4075 ,2.5313 ,0.0125 
105.00 ,0.728 ,-0.0575 ,-0.0825 ,-0.0125 ,-0.4075 ,2.5375 ,0.0125 
105.05 ,0.728 ,-0.0600 ,-0.0825 ,-0.0125 ,-0.4075 ,2.5375 ,0.0125 
105.10 ,0.728 ,-0.0575 ,-0.0800 ,-0.0125 ,-0.4125 ,2.5375 ,0.0125 
105.15 ,0.728 ,-0.0575 ,-0.0750 ,-0.0100 ,-0.4125 ,2.5375 ,0.0125 
105.20 ,0.728 ,-0.0575 ,-0.0725 ,-0.0125 ,-0.4125 ,2.5375 ,0.0125 
105.25 ,0.724 ,-0.0575 ,-0.0725 ,-0.0150 ,-0.4150 ,2.5438 ,0.0125 
105.30 ,0.721 ,-0.0575 ,-0.0700 ,-0.0150 ,-0.4100 ,2.5500 ,0.0125 
